refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere
ABEMIF,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,11.25251,6.80253,11.25251
ABUFUA,OC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)O,Fe,2.05942,1.64222,2.05073
ACAZEK,NCCN,Ag,1.67292,0.95578,1.29275
ACMPCD,O[C@@H]1[C@@H](O)[C@@H](O[C@@H]1n1ccc(nc1=O)N)COP(=O)(O)O,Cd,5.66735,4.60927,5.66735
ACOBEC,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.36484,2.64983,3.36484
ACODAA,n1[nH]cc(c1)c1c[nH]nc1,Fe,6.48152,5.94554,6.48152
ACOVEU,O[C@H]([C@H](C(=O)O)O)C(=O)O,Co,1.414,0.90293,1.414
ADINCU,N#CCCCCC#N,Cu,4.24935,2.57866,4.24935
AFIPUB,O=C1C(=O)C(=O)C1=O,Cd,1.48057,0.66871,1.46299
AFIXAO,c1ncc[nH]1,Co,6.33013,4.53148,6.32971
AFORCD,OC=O,Cd,1.70202,1.00965,1.70202
AGDCNM,N#CC(N(=O)=O)C#N,Ag,2.1022,0.74448,1.77282
AGEGOL,O=C1C(=O)C(=O)C1=O,Ca,3.67071,1.04284,3.15977
AGESIP,O=C1C(=O)C(=O)C1=O,Cu,3.67076,3.05174,3.64368
AGEWUH,OC=O,Mn,4.5118,2.84268,4.5118
AGOGOU,[nH]1cnnc1,Fe,1.3569,0.81723,1.35063
AGOXAL02,OC(=O)C(=O)O,Ag,0.94823,0.31422,0.94823
AGSLFA,OS(CCS(O)(O)O)(O)O,Ag,1.56317,0.82387,1.56317
AGULAQ,OC(=O)CN1C=C(O)CC(=C1)C(=O)O,Mn,3.20902,1.59246,3.20792
AGUVEE,n1ncn(c1)n1cnnc1,Cu,4.90012,2.38894,4.90012
AGUWEG01,N#C[C@H]1C(=O)C(=C(C(=O)C1=O)Cl)O,K,1.49429,0.30317,1.42701
AHIJOQ,O[C@H]([C@H](C(=O)O)O)C(=O)O,Pb,1.64909,0.55607,1.57823
AHOKIR01,OP(=O)(CCCCP(=O)(O)O)O,Cu,4.25517,3.48028,4.25517
AHUBIO,O=N(=O)c1ccc(c(c1)N(=O)=O)O,Pb,1.62355,1.05115,1.61227
AJIFIJ,OC(=O)[C@H]([C@H](C(=O)O)CC(=O)O)CC(=O)O,Cd,1.88836,0.8759,1.86868
ALEQIT,OC(=O)c1ccc(cc1)C(=O)O,Tb,2.33632,1.40235,2.31142
ALICEE,[nH]1cnnc1,Cu,8.89228,8.87656,8.89228
ALIQUH,OC(=O)C(=O)O,Mn,3.96739,2.24492,3.96739
ALOVEC,OC(=O)c1ccc(cc1)C(=O)O,V,3.17356,1.91917,3.151
ALUJOH,OC(=O)c1ccc(cc1)C(=O)O,Nd,4.23007,1.46065,4.09972
ALUJUN,OC(=O)c1ccc(cc1)C(=O)O,Y,2.72505,1.11645,2.54188
AMIXIE,OC(=O)c1ccc(cc1)C(=O)O,Er,1.95306,0.83842,1.95242
AMIYIG,OC=O,Fe,4.51764,1.94778,4.51764
AMIYOM,OC=O,Co,4.47228,1.85575,4.46624
AMIZAZ,OC=O,Ni,4.35273,1.88028,4.35273
AMIZON,OC=O,Cu,4.35196,2.16454,4.35196
AMOBEL,OC=O,Zn,4.50747,1.87299,4.48662
AMOROK,OS(CCCCP(=O)(O)O)(O)O,Sm,2.35877,1.29641,2.3246
AMUCOB,OC(=O)CCCC(=O)O,Ca,4.04145,3.31528,4.04145
AMURUX,OC=O,Mg,4.2686,2.1039,4.2686
ANAYUL,O=C1CC(=O)NC(=O)N1,K,1.69524,1.10391,1.6946
ANAZAS,O=C1CC(=O)NC(=O)N1,Na,1.53711,0.83809,1.49077
APANAI,OC(=O)C(CC(=O)O)(CC(=O)O)O,Na,1.61638,0.77684,1.39852
APEBED,OC(=O)c1ccc(s1)C(=O)O,Zn,3.01071,1.8485,2.96433
AQIROJ,Cc1nnn[nH]1,Zn,4.97281,2.1784,4.96325
AQOLID,n1ncc([nH]1)c1cc(cc(c1)c1c[nH]nn1)c1cnn[nH]1,Co,15.46143,9.59092,15.4431
ARUJED,OC(=O)[C@@H]1C=CN(C=C1)CCCN1C=C[C@H](C=C1)C(=O)O,Mn,4.17005,2.86333,4.17005
ASELIV,Clc1cccc(c1)C1=N[C@H](C(=N1)C(=O)O)C(=O)O,Co,4.93892,1.65648,4.93892
ASEMUG,OC(=O)CN(CC(=O)O)CC(=O)O,La,1.77785,0.93713,1.56776
ATEZIK,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Lu,9.70566,7.60488,9.70301
ATIJUI,OC(=O)c1ccc(cc1)C(=O)O,Pr,2.42116,1.52432,2.42116
ATIJUJ,OP(=O)(CN1CCC(CC1)C1CCN(CC1)CP(=O)(O)O)O,Co,17.72872,17.62968,17.72872
ATIKET,OC(=O)c1ccc(cc1)C(=O)O,Dy,2.27825,1.14904,2.26396
AVAQET,OC(=O)c1ccc(cc1)C(=O)O,Sm,2.28438,1.15155,2.2142
AVAXIF,OC(=O)[C@H]([C@@H](C(=O)O)CC(=O)O)CC(=O)O,Pb,1.91106,1.11136,1.86818
AVEROJ,[nH]1cnnc1,Cd,7.0096,6.80884,7.0096
AVIHOE,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Tm,5.97132,5.49555,5.97132
AVOFUM,OC(=O)c1ccc(cc1)C(=O)O,Ag,1.32025,0.72471,1.32025
AVUDAX,N1=CNN(C1)Cc1cc(CN2NC=NC2)cc(c1)CN1NC=NC1,Cu,5.77028,3.71558,5.46593
AVUPIR,OP(=O)(CN1CCN(CC1)CP(=O)(O)O)O,Zr,3.83313,3.55395,3.83313
AWAREV,Nc1[nH]nc(n1)N,Zn,4.90839,4.53328,4.90839
AWARIZ,Nc1nnc([nH]1)N,Zn,4.91513,4.53824,4.91513
AWEMUL,OP(=O)(c1ccc(cc1)P(=O)(O)O)O,Na,1.61064,0.92626,1.45054
AWIBAL,OC(=O)c1cc(N)c(cc1N)C(=O)O,Lu,4.59094,3.68543,4.59094
AXIGAR,N#CNC#N,Co,6.09592,3.76413,5.92267
AXIMUP,[O-][n+]1ccc(cc1)CCc1cc[n+](cc1)[O-],La,5.37395,3.20079,5.32146
AYAVON,OC(=O)[C@@H]1O[C@@H]([C@H]([C@H]1C(=O)O)C(=O)O)C(=O)O,Pb,1.28934,0.75891,1.24959
AYIVIO,OC(=O)c1cccc(=O)[nH]1,Cs,2.13126,0.92767,2.11915
AYOREN,OC(=O)c1ccc(s1)C(=O)O,Cd,3.4916,1.46988,3.4916
AZEBUE,OC(=O)c1ccc(s1)C(=O)O,Ho,3.00565,1.6697,2.44799
AZILEA,OC(=O)C1CCN(CC1)CP(=O)(O)O,Pr,3.60514,2.00081,3.20915
AZOCAU,OC(=O)/C=C/C(=O)O,Pr,1.87562,0.69466,1.62175
BAFCAP,CC[C@@H]1c2cc(c(cc2OC)OCC(=O)O)[C@H](C[C])c2cc(c(cc2OC)OCC(=O)O)[C@H](c2cc([C@@H](c3cc1c(OCC(=O)O)cc3OC)C[C])c(OCC(=O)O)cc2OC)CC,Zn,5.02045,3.27172,4.77527
BAFORM,OC=O,Ba,1.48296,0.81186,1.48245
BAHOXH13,OC(=O)C(=O)O,Ba,1.53034,0.66236,1.52257
BAKWIV,O[C@H]([C@@H](C(=O)O)O)C(=O)O,Nd,2.90389,2.00071,2.90389
BALFAV01,n1ccc(cc1)c1ccncc1,Mo,3.29115,2.04867,3.29115
BALLOP,N#CC(c1ccc(cc1)C(C#N)C#N)C#N,Cu,2.17099,1.23509,2.1617
BALZEW,OC(=O)C(CC(=O)O)(CC(=O)O)O,Cs,1.53015,0.59794,1.5239
BAMMOU,C[C@H](c1[nH]nc(n1)[C@H](O)C)O,Cu,11.01746,9.30314,11.01746
BAQMOW,O=C1C(=O)C(=O)C1=O,Mn,5.10365,0.92079,5.10365
BAQMUC,O=C1C(=O)C(=O)C1=O,Zn,4.99748,0.99899,4.48892
BARLEO,OP(=O)(c1ccc(cc1)C(c1ccc(cc1)P(=O)(O)O)(c1ccc(cc1)P(=O)(O)O)c1ccc(cc1)P(=O)(O)O)O,Zr,11.99733,7.22891,8.46924
BASHAF,N#CNC#N,Mn,7.27498,4.28782,7.27364
BASHOT,N#CNC#N,Fe,5.73974,3.56198,5.73974
BAWRUO,OP(=O)(CP(=O)(O)O)O,U,5.80574,3.14155,5.80574
BAXFIR,n1ncn(c1)NNn1cnnc1,Fe,4.18096,3.48207,4.18096
BAYQAU,c1ncc[nH]1,Cd,2.04537,1.2535,1.65294
BAYQAU03,C1=NCC=N1,Cd,2.07973,1.23207,2.06553
BEBFIY,OC(=O)c1ccc(cc1)C(=O)O,Na,1.30458,0.40937,1.25264
BECDAP,O=N(=O)[C@H]1C=C(N(=O)=O)C(=O)C(=C1O)N(=O)=O,K,1.41237,0.7605,1.31274
BEDHOJ,OC(=O)c1ccc2c(c1)[nH]cn2,Ni,4.76295,4.41775,4.75942
BEFKEF,OC(=O)c1[nH]c(nc1C(=O)O)c1ccncc1,Zn,4.15225,3.81661,4.1437
BEKMOW,OC(=O)[C@@H]1CC[C@@H](CC1)C(=O)O,U,4.10103,1.53493,4.09942
BELYIC,CC(=O)O,Mg,2.04954,1.16884,2.04954
BEPMOB,OC(=O)c1c([nH]nc1C(F)(F)F)C(F)(F)F,Cu,4.99288,3.37586,4.99288
BERROH,CCC(=O)Nc1nnn[nH]1,Mn,2.34177,1.32705,2.07896
BESKUI,OC(=O)c1ccc(cc1)C(=O)O,Zr,8.98379,3.85594,8.98377
BESXED,OC(=O)C[C@@H](C(=O)O)O,Cs,1.51269,0.77632,1.43435
BETGEO,n1nnc([nH]1)c1cc(cc(c1)c1n[nH]nn1)c1nnn[nH]1,Ni,15.20475,6.07621,15.20475
BEXQUR,N#CNC#N,Ni,8.07729,5.36514,8.04983
BEZSEG,OC(=O)CCC(=O)O,Co,1.62221,1.25618,1.62221
BIFNOW,OC(=O)C(=O)O,Th,7.5683,6.09082,7.49219
BIMDEF,OC(=O)[C@]12C[C@]3(C[C@@](C2)(C[C@@](C1)(C3)C(=O)O)C(=O)O)C(=O)O,Cu,4.20771,2.88149,4.20771
BINSAV,[nH]1nnc(n1)/C=C/c1[nH]nnn1,Na,1.4201,0.72922,1.09233
BIQNUN,OC(=O)c1c(Br)c(Br)c(c(c1Br)Br)C(=O)O,Ho,2.714,1.06237,2.714
BIQPAV,OC(=O)c1c(Br)c(Br)c(c(c1Br)Br)C(=O)O,Er,2.77017,1.05127,2.77017
BIRGAM,O[C@@H]([C@@H](C(=O)O)O)C(=O)O,Cd,2.74432,1.08779,2.74088
BITLUL,O=C1C(=O)C(=O)C1=O,U,1.50064,0.83533,1.50064
BIVXOT,OP(=O)(CP(=O)(O)O)O,Pr,1.83272,1.00547,1.83272
BIXVEM,n1ncc([nH]1)c1cc(cc(c1)c1c[nH]nn1)c1cnn[nH]1,Cu,15.62938,9.70687,15.62208
BOHJOZ,OC(=O)/C=C/C(=O)O,Zr,7.67934,3.37242,7.67934
BOHXED,OC(=O)c1[nH]nc(c1)C(=O)O,Zr,5.92037,3.45236,5.7603
BOJLOC,[nH]1nnc(n1)Nc1[nH]nnn1,Mn,1.73551,0.83287,1.73373
BOKQEZ,OC(=O)c1ccc(s1)C(=O)O,Mn,6.78872,3.4649,6.78872
BOLGUF,N#Cc1ccc(cc1)C#N,Y,2.38918,1.49855,2.38918
BOMCUB,OC(=O)C(=O)O,In,3.43433,2.96688,3.43433
BONKUK,c1ccncn1,Co,2.29562,1.42367,2.29288
BONWAD,OC(=O)[C@@H]1O[C@@H]([C@H]([C@H]1C(=O)O)C(=O)O)C(=O)O,Zn,3.07987,1.40238,2.8762
BOPWIO,OC(=O)Cc1ccc(cc1)CC(=O)O,Ho,3.15979,1.33189,3.15598
BOQWEK,OC(=O)/C=C/c1cnc[nH]1,Zn,3.00504,2.0454,2.99045
BOWTAJ,OC(=O)[C@@H]1CC[C@@H](CC1)C(=O)O,Eu,3.06129,1.39734,2.2248
BUBVUR,OC(=O)c1c(F)c(F)c(c(c1F)F)C(=O)O,Pb,4.78604,3.94581,4.77507
BUCXUT,Nc1ncn[nH]1,Zn,6.42145,2.85127,6.42145
BUGSIG,OC(=O)C1CCN(CC1)CP(=O)(O)O,Gd,4.27768,3.08405,4.26868
BUKRUW,OC(=O)c1c[nH]nc1,Zn,10.82561,5.19047,9.36373
BUPDUM,N[C@H]1NNC(=S)N1,Cu,9.76326,3.29047,9.75377
BUPVEP,OC(=O)CCC(=O)O,Ce,8.00884,3.79596,8.00884
BUSMUY,n1ccc(cc1)c1[nH]nc(n1)c1ccccn1,Co,7.33956,5.89987,7.33956
BUSMUZ,n1ccc(cc1)c1ccncc1,La,2.43864,1.41512,2.42059
BUSXAP,OC(=O)Cn1cnc2c1cccc2,Mn,2.90435,2.01025,2.90435
BUTCUQ,OC[C@H]([C@@H]([C@@H]([C@H](S(O)(O)O)O)O)O)O,K,1.53541,0.9445,1.53541
BUVHEH,OC(=O)c1ccc(cc1)C(=O)O,Ce,2.94861,1.66535,2.94861
BUVWOF02,n1ccc(cc1)c1[nH]nc(n1)c1ccccn1,Fe,7.02745,5.38839,7.02745
CABQEB,CC(=O)O,Co,3.76441,2.70604,3.70313
CABSIK,C(CN1NC=NC1)CCn1ncnc1,Co,4.72013,1.67643,4.72013
CAFJIF,OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O,Nd,3.26854,1.70106,2.76854
CAFORM,OC=O,Ca,1.48155,0.9523,1.36285
CAFRUX,C(Sc1ccccc1)Sc1ccccc1,Ag,5.34223,3.18242,3.89892
CAHMAZ,OC(=O)C(=O)O,Bi,4.94441,3.70036,4.94441
CAJTOX,ONN(C(N(NO)O)N(NO)O)O,K,1.23289,0.33593,0.88999
CAKFEB,OC(=O)Cc1ccc(cc1)CC(=O)O,Gd,3.13385,1.65584,3.11336
CAKFIF,OC(=O)Cc1ccc(cc1)CC(=O)O,Tb,3.14329,1.63827,3.13833
CAKWUI,CN1C=C[C@H](C=C1)c1nnn[nH]1,Mn,2.22146,1.1677,2.22146
CALOXM13,OC(=O)C(=O)O,Ca,1.60933,0.98786,1.51599
CAPQIU,S[C@@H]1C=CNC=C1,Cu,2.23881,1.16956,2.23478
CARGEK,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Bi,2.40848,1.84151,2.13077
CATART03,O[C@H]([C@H](C(=O)O)O)C(=O)O,Ca,2.68763,1.94864,2.68131
CAVMIW,OC(=O)C(=O)O,Fe,3.81852,3.11161,3.81852
CAVSOJ,OP(=O)(CN(CP(=O)(O)O)CCCCCCN(CP(=O)(O)O)CP(=O)(O)O)O,La,4.16281,3.03669,4.05573
CAVYUW,OC(=O)C(=O)O,Ho,1.35199,0.60279,1.33736
CAXTEC,OC(=O)c1c(N)c(N)c(c(c1N)N)C(=O)O,Al,10.87616,5.2725,10.87616
CAXVII,OC(=O)C1=CC(=O)C(=CC1=O)C(=O)O,Fe,11.60324,10.80974,11.60324
CAXVUU,OC(=O)[C@@H]1CC(=O)[C@H](CC1=O)C(=O)O,Fe,8.11536,7.5398,8.11536
CAYBAH,c1cnn[nH]1,Cu,5.32532,4.05815,5.32532
CAYDEN,O(CCc1nnn[nH]1)CCc1nnn[nH]1,Cu,5.04608,4.89052,5.04608
CAZLEV,OP(=O)(CCCCP(=O)(O)O)O,Ag,1.58178,0.91121,1.58178
CDCACD,N#CN=C(N)N,Cd,1.42326,0.86299,1.40987
CEBGAS,O=C(CSc1ccncc1)CSc1ccncc1,Co,4.26718,1.93439,4.26387
CECKIH,OC(=O)C(=O)O,Zn,5.85932,3.92127,5.85932
CECVAI,Oc1ccc(cc1/C=N/NC(N/N=C/c1cc(O)ccc1O)N/N=C/c1cc(O)ccc1O)O,Cu,8.49579,6.02537,8.49579
CEHWIX,OC(=O)c1cnccn1,Ni,3.45519,2.04032,3.35758
CEHXIY,OC(=O)c1cnccn1,Cu,2.03692,0.90985,2.03692
CEHZAR,N1CCNCC1,Cd,2.927,2.47778,2.927
CESPEY,C[C@@H](c1nnn[nH]1)N,Ag,1.68044,0.94693,1.65221
CETKOE,OP(=O)O,Zn,12.93861,12.43437,12.8797
CETNUL,c1cc(nc(c1)n1cnnc1)n1cnnc1,Cd,4.57941,3.60063,4.43763
CEVKET,N#C/C=C\C#N,Cu,1.67894,0.94018,1.67581
CEWQAZ,Nc1nnn[nH]1,Zn,3.55437,1.54213,3.5466
CEXWIM,OC(=O)c1ncccc1C(=O)O,Pr,3.93684,1.37633,3.81319
CEYYIQ,OC(=O)C[C@](C(=O)O)(O)C,U,8.06006,6.77058,8.06006
CICSOW,n1ncn(c1)n1cnnc1,Fe,5.05855,2.53725,5.03787
CICYIX,OC(=O)c1oc(cc(=O)c1)C(=O)O,Cd,2.4289,1.13637,2.4289
CIDNIM,NCCCC[C@@H](C(=O)O)NC(=O)[C@@H](Cc1[nH]cnc1)NC(=O)CN,Cu,7.07613,4.10084,7.05193
CIFGUT,C1N2CN3CN1CN(C2)C3,Ag,1.52229,0.82566,1.52229
CIFHAC,OC(=O)c1c(C)c(C)c(c(c1C)C)C(=O)O,Mn,2.87363,2.06836,2.87363
CIGDUT,OC(=O)c1ccc(s1)C(=O)O,Dy,4.0177,1.49499,2.98405
CIGFAB,OC(=O)c1ccc(s1)C(=O)O,Tb,3.67856,1.48423,3.67479
CIGFEF,OC(=O)c1ccc(s1)C(=O)O,Nd,3.97349,1.71473,3.97326
CIGNAI,OC(=O)c1ncnc(c1)C(=O)O,K,1.32447,0.7499,1.30391
CIGVAS,OC(=O)Cn1c(=O)c2ccc3c4c2c(c1=O)ccc4c(=O)n(c3=O)CC(=O)O,Zn,3.54945,2.40589,3.54486
CIJBEC,C1COCCS1,Ag,2.13156,1.15063,2.13067
CIPMUL,OC(=O)CN1CC(=O)N(CC1=O)CC(=O)O,Eu,3.3218,2.04492,3.2823
CITWOS,Clc1cc(C)c(c(c1)C)O,K,2.18591,1.34663,2.00135
CIYZIU,OC(=O)c1ccc(s1)C(=O)O,Er,1.63168,0.7716,1.63168
CODFEH,OC(=O)C[C@@H](C(=O)O)O,Mn,2.79923,1.88277,2.79923
CODQOD,OC(=O)COc1ccc(cc1)OCC(=O)O,Ce,2.87334,1.84963,2.87272
CODQUJ,OC(=O)COc1ccc(cc1)OCC(=O)O,Sm,2.79227,1.85909,2.78258
COMDOY,OC(=O)c1ccc(cc1)C(=O)O,Ga,6.12704,5.54778,6.12704
COMFEQ,OC(=O)C(=O)O,Gd,2.02668,1.09712,1.74977
COMFIU,OC(=O)C(=O)O,Tb,1.98628,1.16679,1.90738
COMHOC,Nc1[nH]nc(n1)N,Cu,2.31597,0.98577,2.22882
COMVAC,c1nnn[nH]1,Cu,2.34975,1.30229,2.32841
COMVEG,c1nnn[nH]1,Cd,2.76326,1.10773,2.75501
COQMAX,OP(=O)(c1ccc(cc1)P(=O)(O)O)O,V,1.97977,0.89178,1.78235
COVRUC,O=N(=O)C(c1nonc1Oc1nonc1C(N(=O)=O)N(=O)=O)N(=O)=O,K,2.76083,1.60835,2.73105
COWLIK,Nc1nnn[nH]1,Cd,2.30514,1.41729,2.04572
COWMAD,OC(=O)[C@@H]1C[C@@H](C[C@@H](C1)C(=O)O)C(=O)O,Dy,4.79255,3.12418,4.78396
COWMEH,OC(=O)[C@@H]1C[C@@H](C[C@@H](C1)C(=O)O)C(=O)O,Tb,4.81725,3.12402,4.80835
COWMIL,OC(=O)[C@@H]1C[C@@H](C[C@@H](C1)C(=O)O)C(=O)O,Ho,4.73322,3.11591,4.73018
COWMOR,OC(=O)[C@@H]1C[C@@H](C[C@@H](C1)C(=O)O)C(=O)O,Er,4.72015,3.15029,4.6996
COWMUX,OC(=O)[C@@H]1C[C@@H](C[C@@H](C1)C(=O)O)C(=O)O,Tm,4.70998,3.14162,4.69673
COWRUC,FC(c1nnc([nH]1)C(F)(F)F)(F)F,Ag,6.98445,6.67942,6.98445
COXHIH,OC(=O)C(=O)O,Ni,8.57279,8.24745,8.57279
COZGED,O[C@@H]([C@@H](C(=O)O)O)C(=O)O,Na,1.94189,0.73908,1.76617
CUCITD,OC(=O)C(CC(=O)O)(CC(=O)O)O,Cu,2.26192,1.05402,2.15804
CUGLIB,Cc1ncn[nH]1,Ag,7.11862,7.02538,7.11862
CUGQUR,O[C@@H]([C@@H](C(=O)O)O)C(=O)O,Ba,1.22523,0.68611,1.21355
CUGSIH,O[C@H]([C@@H](C(=O)O)O)C(=O)O,Sr,1.74851,1.1716,1.60539
CUGYEK,Cc1[nH]nc(n1)C,Ag,7.53696,7.5047,7.5295
CUGYOU,Nc1[nH]nc(n1)N,Ag,7.99005,7.97636,7.99005
CUIMDZ01,c1ncc[nH]1,Cu,4.56464,4.11986,4.56464
CUMDIY,OP(=O)(CN1CCN(CC1)CP(=O)(O)O)O,La,5.05781,4.25829,5.05781
CUPMAC,C(Cc1ccncc1)Cc1ccncc1,Mn,7.52916,1.86466,7.52916
CUQYEU,Clc1ccc(cc1)c1nc(c([nH]1)C(=O)O)C(=O)O,Pb,2.68344,1.85522,2.67404
CUSBUO,Oc1c(cc(cc1S(O)(O)O)S(O)(O)O)S(O)(O)O,Na,1.6429,0.63918,1.42756
CUSDIE,OC(=O)Cn1cnnc1,Cu,9.22618,5.58479,9.22618
CUTCYM01,N#CC(C#N)C#N,Cu,1.55893,1.21157,1.5582
CUXLEO,N#CC(c1c(F)c(F)c(c(c1F)F)C(C#N)C#N)C#N,Cu,4.56916,3.40748,4.56916
CUXVAT,n1ccc(cc1)Cn1nnc2c1cccc2,Cu,2.2066,1.18689,2.17653
CUYDEG,OC(=O)CSc1nc2c([nH]1)cccc2,Co,4.4929,2.29079,4.47456
DAFYAN,OC(=O)c1c(O)c(O)c(c(c1O)O)C(=O)O,Mg,9.06922,7.21232,8.3445
DAGDEV,OC(=O)[C@@H]1C[C@@H](C[C@@H](C1)C(=O)O)C(=O)O,Mn,1.98942,1.15359,1.77993
DAGGOK,C1CN2CCN1CC2,Ag,2.40582,1.74142,2.40582
DAHNOQ,OC(=O)C(=O)O,Nd,4.40343,3.43541,4.39704
DAHPAE,OC(=O)C(=O)O,Yb,5.00613,3.59286,5.00613
DALXEW,On1nnnc1c1nnnn1O,Pb,5.81027,4.37879,5.81027
DAMYIC,OC(=O)c1cncs1,Cu,2.86004,1.17797,2.86004
DAQRET,OC(=O)/C=C/C(=O)O,Eu,4.58044,1.12858,4.38985
DASTEY01,OC(=O)c1ccc(o1)C(=O)O,Zn,5.75645,3.96249,5.75645
