refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere
GUTPAO,[C]c1cc(cc(c1)P(=O)(O)O)P(=O)(O)O,Tb,3.54023,2.13418,3.54023
GUTPES,OP(=O)(c1cccc(c1)P(=O)(O)O)O,Dy,4.29545,3.10417,4.29545
GUTYAW,OS(CCS(O)(O)O)(O)O,Sr,1.27109,0.74016,1.10438
GUWHEM,c1ccc(nc1)c1ncn[nH]1,Cu,2.56606,1.47292,2.56606
GUXLIU,OP(=O)(CCP(=O)(O)O)O,Al,3.30137,1.48756,3.20752
HACPOR,NCCN,Cd,2.0984,1.01528,2.09812
HACVAI,OC(=O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,Na,1.43476,0.8203,1.43042
HAHPIQ,c1ccc(cc1)c1[nH]nc(n1)c1ccccc1,Ag,9.53782,8.62412,9.53782
HAJTEU,OC=O,Tb,3.46252,2.11426,3.43905
HAJVAS,OC=O,Ho,3.47298,2.1057,3.45574
HAJVUM,OC=O,Tm,3.34247,2.06929,3.34247
HAJWOH,OC=O,Yb,3.44246,2.07282,3.42878
HAJXAU,OC=O,Lu,3.40931,2.05041,3.40931
HAJXIC,OC=O,Y,3.47697,2.09437,3.47697
HAKXEX,OP(=O)(Cc1ccc(cc1)CP(=O)(O)O)O,Ga,1.77691,1.31895,1.77691
HAKYOH,OC(=O)C(=O)O,Pb,2.78749,1.77026,2.78396
HAVXUZ,c1ncn(c1)c1ccc(cc1)n1cncc1,Ni,6.80217,1.62788,6.80217
HAWZEK01,OC(=O)CN(CC(=O)O)CC(=O)O,K,2.27679,1.22788,2.27679
HAYZAL,[nH]1nc2c(n1)cc1c(c2)Oc2c(O1)cc1c(c2)[nH]nn1,Fe,19.18041,18.55228,19.1523
HEBZEV,ClC1=N[C@H](C(=N1)C(=O)N)C(=O)N,Zn,7.73968,3.68294,7.73968
HEFSUJ,OP(=O)(Cc1cc(cc(c1)CP(=O)(O)O)CP(=O)(O)O)O,U,6.02956,5.0786,5.99748
HEJQAR,c1cnn[nH]1,Cd,6.46286,4.74052,6.46286
HEJQEV,c1cnn[nH]1,Mn,6.17422,4.49653,6.17422
HEJQIZ,c1cnn[nH]1,Zn,5.89045,4.27137,5.89045
HELFAI,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,La,7.5404,6.14215,7.52863
HELNAQ,OC(=O)c1ccc(cc1)C(=O)O,Yb,7.58835,4.07192,7.57808
HEPLIA,OC(=O)CSc1c2Sc3cc(cc(c3SCC(=O)O)Sc3cc(cc(Sc4c(c(Sc1cc(c2)C(C)(C)C)cc(c4)C(C)(C)C)SCC(=O)O)c3SCC(=O)O)C(C)(C)C)C(C)(C)C,Mn,2.52768,1.40554,2.42114
HIDCOM,Oc1ccccc1,Na,2.12927,1.08737,2.12927
HIFMEP,N#CNC#N,Cu,7.21695,6.63822,7.21109
HIFZAY,n1ccc(cn1)c1ccnnc1,Cu,5.54975,4.26019,5.54975
HIHQOE01,OC(=O)[C@@H](NCc1ccccc1O)C,Cu,2.18423,1.28629,2.17766
HIKHAM,CCc1nnc([nH]1)CC,Ag,3.24896,1.12313,3.23647
HIQLAW,COc1cc(ccc1O)S(O)(O)O,K,1.84773,0.85738,1.84773
HIQXEM,OC(=O)c1ccc(cc1)N(=O)=O,Cs,1.60111,1.21834,1.58795
HOFXOP,Oc1ccccc1/C=N/CCCC/N=C/c1ccccc1O,Ag,3.94151,1.33,3.94151
HOPMOQ,O=C1CC(=O)NC(=S)N1,Rb,1.53091,0.91894,1.53089
HOPMUW,O=C1CC(=O)NC(=S)N1,Cs,1.64175,1.04732,1.61015
HOPVEP,OC(=O)c1[nH]nnc1C(=O)O,Pr,3.63541,2.30787,3.63321
HOPVIT,OC(=O)c1[nH]nnc1C(=O)O,Nd,3.58574,2.25335,3.58036
HORCOH,OC(=O)c1nc(cnc1C(=O)O)C(=O)O,Yb,3.21952,1.80763,3.11354
HOTPOW,OC(=O)CCC(=O)O,Sm,1.77675,1.30322,1.77675
HOWPEQ,n1ncn(c1)n1cnnc1,Ag,5.50159,4.28704,5.49668
HOXGIL,O=C(Nc1cccnc1)NCCN(CCNC(=O)Nc1cccnc1)CCNC(=O)Nc1cccnc1,Li,3.78416,1.46928,3.78416
HOYCEF,OC(=O)[C@@H]1[C@H](C(=O)O)[C@H](C(=O)O)[C@@H]([C@@H]([C@@H]1C(=O)O)C(=O)O)C(=O)O,Li,2.2683,1.30153,2.26507
HOZDAD,OP(=O)(c1ccc(cc1)P(=O)(O)O)O,Al,1.73355,0.9076,1.73355
HOZQOD,C1N2CN3CN1CN(C2)C3,Co,1.63476,0.93065,1.61586
HUBHAO,OC(=O)Cc1ccc(cc1)CC(=O)O,Co,1.3348,0.76011,1.28273
HUCMOH,Oc1cc(cc(c1O)S(O)(O)O)S(O)(O)O,Ba,2.99007,0.95317,2.82209
HUFYIS,OC(=O)CCC(=O)O,U,3.57788,2.76933,3.57788
HUHJAW,C(Cc1nnn[nH]1)CCc1nnn[nH]1,Cd,3.68509,2.05357,3.68509
HUPTOB,OC(=O)c1nccnc1C(=O)O,Eu,3.95094,1.1708,3.93843
HUSPOB,n1ncn(c1)CCn1cnnc1,Mo,2.53939,1.29313,2.49994
HUYQAU,OP(=O)(CN1CCN(CC1)CP(=O)(O)O)O,Zn,3.21689,1.32417,3.20871
ICUDOC,OC(=O)C#CC(=O)O,Li,2.18363,0.92495,2.16175
IDAXIW,OC(=O)[C@H]([C@H](C(=O)O)CC(=O)O)CC(=O)O,Sr,1.85739,0.70674,1.8067
IDUQUT,OC(=O)CCC(=O)O,Ni,6.41308,1.7868,6.41308
IDUWAH,OP(=O)(Cc1cc(CP(=O)(O)O)c(cc1CP(=O)(O)O)CP(=O)(O)O)O,La,2.63742,1.85002,2.21864
IFACIC,OC(=O)CCC(=O)O,Ho,2.88343,1.59505,2.88343
IFEKIO,Nc1[nH]nc(n1)N,Cd,1.82505,1.14499,1.79026
IGIZEF,[C]C(P(=O)(O)O)(P(=O)(O)O)O,Sr,4.69926,3.5008,4.69926
IGOCOX,n1nc2c(n1)cc1c(c2)[nH][nH]n1,Zn,12.16287,2.57823,11.97698
IHAVIW,OC(=O)CCP(=O)(O)O,Fe,2.19813,1.14206,2.19578
IJOMAW,OC(=O)C(CC(=O)O)(CC(=O)O)O,Ag,1.62872,0.74177,1.61866
IJOVEJ,OC(=O)c1ccc(cc1)C(=O)O,Sr,1.7557,0.96987,1.73908
IKOQII,N[C@@H]1C[C@H](N)C[C@@H](C1)N,Ag,4.83665,3.16343,4.83665
ILAMAK,CC(c1c(C(n2cncc2)n2cncc2)c(C(C)C)c(c(c1C(n1cncc1)n1cncc1)C(C)C)C(n1cncc1)n1cncc1)C,Co,4.0992,1.22822,3.00419
ILIFOY,O[C@H]([C@H](C(=O)O)O)[C@H]([C@@H](C(=O)O)O)O,La,5.50655,4.36117,5.50655
ILIFUE,O[C@H]([C@H](C(=O)O)O)[C@H]([C@@H](C(=O)O)O)O,Ce,5.46522,4.30978,5.46522
ILIGAL,O[C@H]([C@H](C(=O)O)O)[C@H]([C@@H](C(=O)O)O)O,Pr,5.39267,4.21833,5.39267
ILIMOH,n1ccc(cc1)c1[nH]nc(n1)c1ccccn1,Ni,7.40423,5.70962,7.40423
ILUFEB,n1ncn(c1)[C@]12C[C@@H]3C[C@H](C1)C[C@](C2)(C3)n1cnnc1,Cd,4.77541,3.15616,4.77541
IMIRUS,CN1c2ncnc(c2)N(C)c2ncnc(c2)N(c2cc(N(c3cc1ncn3)C)ncn2)C,Cu,6.52353,1.14349,6.52353
INEBOT,OC(=O)c1ccc(cc1)Cn1c(CN(Cc2nc3c(n2Cc2ccc(cc2)C(=O)O)cccc3)CCN(Cc2nc3c(n2Cc2ccc(cc2)C(=O)O)cccc3)Cc2nc3c(n2Cc2ccc(cc2)C(=O)O)cccc3)nc2c1cccc2,Ni,5.72825,2.43636,5.59098
INOJAX,OC(=O)C1=NC=N[C@@H]1C(=O)O,Pr,2.69779,1.3517,2.6873
IPABIL,N#Cc1nnn[nH]1,Na,1.93976,1.02057,1.50685
IPOWOA,OC(=O)[C@@H]1[C@H](C(=O)O)[C@H](C(=O)O)[C@@H]([C@@H]([C@@H]1C(=O)O)C(=O)O)C(=O)O,Cu,4.16604,1.82981,4.16358
IPUSER,Oc1ccc(c2c1nccc2)S(O)(O)O,K,1.6493,0.92029,1.58954
ISIYUF03,O1[C@@H]2[C@H]1O2,Er,3.92286,2.40369,3.89721
ITIBET,OC(=O)c1[nH]nnc1C(=O)O,Cd,3.01159,2.10494,3.01159
IWELIG,O=C1NCN=C2[C@H]1N=CN2,Co,4.68882,4.51802,4.68453
IWIMOR,O=C1c2ccc(cc2C(=O)c2c1cc(cc2)S(O)(O)O)S(O)(O)O,Sr,1.98153,0.98127,1.8901
IXEDUK,[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],Yb,8.83948,6.75629,8.83948
IXITAK,[C]C1([C])Cc2nnc3c4c2c(C1)nnc4CC(C3)([C])[C],Cu,6.97268,5.77203,6.97268
IYUQAV,N#C[C@@H]1C(=C(C(=C1C#N)C#N)C#N)C#N,Na,1.2944,0.80616,1.29321
IZETUE,C1N2CN3CN1CN(C2)C3,Cu,6.43175,3.35585,6.43175
JABYUH,N[C@H](C(=O)NCC(=O)O)C(C)C,Cu,2.29471,1.74097,2.24688
JACJIH,OC(=O)C(=O)O,Ti,3.14491,0.87903,3.14491
JADLOP,OC=O,Li,2.62651,1.31295,2.62651
JALTUL,NCCN,Li,4.54107,3.68666,4.49534
JAMLEP,Nc1cccnc1,Cd,2.25567,0.92062,2.25017
JASMOG,OC(=O)c1c(F)c(F)c(c(c1F)F)C(=O)O,Zn,7.62262,6.06468,7.62262
JAWXEN,N#Cc1[nH]cnc1C#N,Cu,4.27585,3.81579,4.27585
JECFOP,O=N(=O)C(c1nonc1NNc1nonc1C(N(=O)=O)N(=O)=O)N(=O)=O,Ag,2.05899,1.17786,1.78267
JEFROE,OP(=O)(Cc1cc(CP(=O)(O)O)c(cc1CP(=O)(O)O)CP(=O)(O)O)O,Pr,2.23483,1.62318,2.00828
JEFRUK,OP(=O)(Cc1cc(CP(=O)(O)O)c(cc1CP(=O)(O)O)CP(=O)(O)O)O,Ce,2.34286,1.79923,2.15584
JEGWUQ,[nH]1nc2c(n1)cc1c(c2)Oc2c(O1)cc1c(c2)[nH]nn1,Cu,16.42739,14.48029,16.42739
JEHCUX,OP(=O)(CN(CP(=O)(O)O)CP(=O)(O)O)O,Rb,1.9829,0.84126,1.9829
JEHTOG,C(CCn1ncnc1)CCCn1ncnc1,Zn,4.35956,1.69085,4.35956
JERXAI,O=N(=O)NN(=O)=O,Ag,1.13675,0.66222,1.03529
JEXPEI,OP(=O)(CCP(=O)(O)O)O,Ni,1.78794,1.08663,1.74885
JIHROH,N#CC(C#N)C#N,Zn,1.62914,1.21457,1.61976
JITQEJ,OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O,Cd,4.95216,1.54714,4.85967
JIVHIG,CC(c1ccccc1O)C,K,5.59499,1.49783,5.56581
JIZWAS,OC(=O)[C@@H]1CC[C@H](CC1)C(=O)O,Al,4.85025,4.06454,4.85025
JOBKOC,c1ccc(nc1)c1nnc([nH]1)c1nnc[nH]1,Fe,3.23338,1.58045,3.20538
JOFKIA,Nc1nnc([nH]1)C(=O)O,Cu,6.76729,5.14173,6.76729
JORQOY,Cc1[nH]nc(c1c1c(C)n[nH]c1C)C,Ag,6.21853,2.37228,6.16116
JUQTOG,OC(=O)[C@@H]1C=NC=N1,Co,7.0124,3.08649,7.0124
KALCOQ,OC(=O)CCC(=O)O,Eu,1.79144,1.30709,1.78844
KAPHAL,OC(=O)C#CC(=O)O,Ce,2.59268,1.49605,2.43513
KDGLUC01,O[C@@H]([C@H](C(=O)O)O)[C@H]([C@@H](C(=O)O)O)O,K,1.27563,0.68437,1.23917
KEDJAG,OC(=O)C(=O)O,Cu,5.61338,4.40406,5.55816
KEFWAV,OC(=O)c1ccc(o1)C(=O)O,Co,4.19377,3.45896,4.18142
KEGYAX,OC(=O)[C@@H]1[C@H](C(=O)O)[C@H](C(=O)O)[C@@H]([C@@H]([C@@H]1C(=O)O)C(=O)O)C(=O)O,Ag,3.18433,1.5348,2.90062
KEHDOS,n1ncn(c1)[C@]12C[C@@H]3C[C@H](C1)C[C@](C2)(C3)n1cnnc1,Ag,4.08176,3.30481,3.94024
KEHFUA,n1ncn(c1)[C@]12CN3C[C@@](C2)(C[C@@](C1)(C3)n1cnnc1)n1cnnc1,Cu,4.92862,3.41735,4.92862
KEHWAY,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(=O)[nH]c1=O)COP(=O)(O)O,K,1.98881,0.79404,1.87015
KEKLEU,OC(=O)[C@H](COP(=O)(O)O)N,Co,1.65439,0.75223,1.36539
KENXUZ,c1ccc(nc1)N/N=C/c1ccc(cc1)N(c1ccc(cc1)/C=N/Nc1ccccn1)c1ccc(cc1)/C=N/Nc1ccccn1,Ag,6.07889,4.26634,5.43442
KERTUZ,N#CC(C(=C(C#N)C#N)C(=O)c1ccc(cc1)Br)C#N,Cs,2.35214,1.10131,2.1748
KEYZIZ,Cc1nnn[nH]1,Cu,2.16736,1.28769,1.92442
KHMALA03,OC(=O)/C=C\C(=O)O,K,1.5151,0.5388,1.43546
KHOXAL03,OC(=O)C(=O)O,K,0.93461,0.23311,0.93461
KIDVIE,OC(=O)C(=O)O,La,5.19582,3.59752,5.19582
KIHXUX,OC(=O)c1ccc(cc1)/C/1=C\2/C=CC(=N2)/C(=c\2/cc/c(=C(\C3=N/C(=C(\c4[nH]c1cc4)/c1ccc(cc1)C(=O)O)/C=C3)/c1ccc(cc1)C(=O)O)/[nH]2)/c1ccc(cc1)C(=O)O,Ti,7.51938,5.17017,7.50867
KIJVOR,OC(=O)c1ccc(o1)C(=O)O,Tb,3.71065,2.28692,3.69158
KITZAR,OC(=O)/C=C/C=C/C(=O)O,La,3.48474,1.38383,3.48474
KIVVOC,OC(=O)c1c(C)c(C)c(c(c1C)C)C(=O)O,Cd,3.34051,2.47762,3.30668
KIZCOO,c1ncn(c1)c1cc(n2cncc2)c(cc1n1cncc1)n1cncc1,Ag,5.14304,3.56893,5.12754
KOMGEZ,n1ncn(c1)n1cnnc1,Cd,4.91912,2.50868,4.71249
KOSFOP,OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O,Pr,2.33303,1.34647,2.33092
KOSFUV,OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O,Y,2.67039,1.45036,2.67039
KOSGAC,OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O,Er,2.64771,1.47857,2.60103
KOSGIK,OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O,Ho,2.64549,1.47366,2.58315
KOSGUW,OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O,Yb,2.58825,1.44417,2.58825
KOSLIP,OC(=O)[C@@H]1C[C@H](C(=O)O)C(=O)CC1=O,Ni,11.06099,9.73081,11.06099
KOTBOM,OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O,Sm,2.39522,1.28146,2.09655
KUHRAI,O=C1CC(=O)NC(=S)N1,Ba,1.55636,1.04018,1.55636
KULRIT,OC(=O)[C@@H]1C[C@@H](C[C@@H](C1)C(=O)O)C(=O)O,Yb,4.89806,2.03359,4.79223
KUVMIZ,n1ccc(cc1)C#Cc1ccc(cc1)[Si](c1ccc(cc1)C#Cc1ccncc1)(c1ccc(cc1)C#Cc1ccncc1)c1ccc(cc1)C#Cc1ccncc1,Cu,15.03912,11.00764,15.03912
KUZHAQ,O[C@@H]1CO[C@@H]([C@H]([C@@H]1O)O)O,Cs,2.18277,0.88411,2.00765
KVIOLD01,ON=C1C(=O)NC(=O)NC1=O,K,1.65545,0.68621,1.65545
LAFMOX,S=c1n(CCCCn2ccn(c2=S)C)ccn1C,Ag,3.85256,1.58791,3.84396
LALGIQ,OC(=O)CC(=O)O,Sn,2.74218,1.227,2.73797
LALXON,OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O,Co,2.74528,1.35617,2.21536
LAQJUI,c1nnn[nH]1,Ag,1.78665,0.98884,1.78665
LARNAV,OC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)O,Dy,3.00584,1.70814,3.00584
LARNIE,OC(=O)c1ccc(o1)C(=O)O,Mn,4.62596,4.14329,4.62016
LARVIL,C1CNCCNC1,Cu,7.31657,7.08359,7.31657
LARYEK,OC(=O)c1ccc(cc1)C(=O)O,Eu,1.96691,1.35859,1.94865
LAVYEP,n1ccc(cc1)N(c1ccncc1)Cc1ccc(cc1)CN(c1ccncc1)c1ccncc1,Ag,6.12635,4.6628,6.12635
LAVYOX,O=C1NC(=O)C(C(=O)N1)C1(O)C(=O)NC(=O)NC1=O,Cs,2.34265,0.85827,2.20976
LAWSEJ,OC(=O)[C@@H]1[C@@H](C(=O)O)[C@H](C(=O)O)[C@H]([C@@H]([C@H]1C(=O)O)C(=O)O)C(=O)O,Ba,1.73782,0.60922,1.15471
LAXMOP,c1[nH]nc(n1)c1nnn[nH]1,Mn,4.10769,3.37716,4.10631
LELMIA,OC(=O)c1ccc(s1)C(=O)O,Sr,2.38529,1.49042,2.38529
LEPKOH,O=c1[nH]c(=O)[nH]c(=O)[nH]1,K,2.78083,0.6237,2.78083
LETVUB,n1ccc(cc1)c1ccncc1,Cu,4.95993,3.1555,4.93542
LEZTIW,OC(=O)c1cc(c(cc1O)O)S(O)(O)O,Li,2.19747,0.92309,2.19747
LIBNIU,OC(=O)c1ccc(s1)C(=O)O,Co,1.78577,0.83956,1.71446
LIBZIG,OC(=O)/C=C/C(=O)O,Tb,5.4058,4.68277,5.4058
LICDOX01,O1CCOCC1,Li,1.89669,0.97998,1.88598
LINGAQ,C(Cn1cncc1)CCn1cncc1,Mn,4.79505,1.77524,4.79505
LIRNUW,OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O,Mn,2.83076,2.13211,2.49877
LIRPAE,OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O,Mg,2.55292,1.87321,2.25947
LISUCC01,OC(=O)CCC(=O)O,Li,2.81615,1.46208,2.81615
LIVTEP,N#Cc1cc(C#N)c(cc1C#N)C#N,Cu,5.05172,4.27745,5.04927
LIVWUK,N#CC(=C(C#N)C#N)C#N,Li,2.21801,1.21119,2.21801
LOFKEY,O=C(Nc1ccncc1)NCCN(CCNC(=O)Nc1ccncc1)CCNC(=O)Nc1ccncc1,K,3.44931,1.47347,3.44931
LOMQOV,OC(=O)c1ccc(cc1)C(=O)O,Co,2.48817,1.4683,2.45044
LONVAN,N1=Nc2c(=N1)cc1c(=NN=N1)c2,Mn,9.10218,6.36714,9.10218
LORFED,N#CC(C#N)C#N,Cr,1.64154,1.25191,1.64067
LORGAA,N#CC(C#N)C#N,Co,1.57974,1.15909,1.57954
LOSKUA,OC=O,Nd,0.92909,0.64137,0.91338
LOSYAV,OC(=O)c1ccc(s1)C(=O)O,Mg,3.82707,1.83307,3.82707
LUGLUU,n1ccc(cc1)c1nnn[nH]1,Zn,1.93154,1.44106,1.92519
LUGTUD,n1nnn(c1)CCn1cnnn1,Ni,1.69326,0.84947,1.61389
LULHUW,OC(=O)/C=C/C=C/C(=O)O,Ni,2.43698,2.11251,2.43366
MADVUJ,S1Cc2ccc(cc2)CSCc2ccc(C1)cc2,Cu,5.31249,4.69983,5.31249
MAGCEE,N#CC(NNC(C#N)(C)C)(C)C,Fe,2.69629,1.57054,2.69419
MAGKIP,OC(=O)[C@@H]1[C@@H](C(=O)O)[C@@H]([C@H]1C(=O)O)C(=O)O,Cd,2.04339,1.52543,2.03284
MAKSAT,OC(=O)C(=O)O,Tl,1.14567,0.51194,1.01081
MAPFIS,Oc1ccc(cc1)O,Ti,5.59648,4.1824,5.56831
MAQDUD,OC(=O)c1ccc(cc1)C(=O)O,Li,1.42761,0.93063,1.37847
MAQJUK,[C]c1nnn[nH]1,Cu,4.59555,1.98974,4.59545
MAQRAA,OC(=O)c1ccc(s1)C(=O)O,Cu,6.14385,5.50274,6.14385
MARLID,OC(=O)C/C=C/CC(=O)O,La,3.79554,1.98167,3.79393
MARLUP,OC(=O)C/C=C/CC(=O)O,Ce,3.79653,2.94246,3.79653
MAWBUK,OC(=O)c1c(N)c(N)c(c(c1N)N)C(=O)O,Ti,11.47278,3.81305,11.47278
MAXDUM,OP(=O)(c1ccc(cc1)P(=O)(O)O)O,Pr,1.80981,1.08367,1.80871
MAXFEY,OP(=O)(c1ccc(cc1)P(=O)(O)O)O,Ce,1.73498,0.9924,1.72401
MAXFOI,OP(=O)(c1ccc(cc1)P(=O)(O)O)O,Nd,1.98569,1.23548,1.98025
MAXFUO,OP(=O)(c1ccc(cc1)P(=O)(O)O)O,Sm,1.73318,0.96628,1.73318
MAXHOJ01,Nc1nnc([nH]1)N,Ag,7.81574,7.80243,7.81574
MAYXUG,O[C@H]([C@H](C(=O)O)O)C(=O)O,Er,3.72688,2.87134,3.72688
MEGVAY,CC(=O)O,Li,4.70761,1.53035,4.69655
MEKVAA,NCCN,Mn,1.8943,0.96413,1.86027
MESGEX,c1ccncn1,Ag,3.89926,1.8021,3.89926
MEWNEH,OC(=O)c1c(C(=O)O)c(C(=O)O)c(c(c1C(=O)O)C(=O)O)C(=O)O,Tm,4.01881,3.05934,4.01295
MEYDUP,OC(=O)C[C@@H](C(=O)O)O,Li,1.66313,0.84053,1.66297
MEYFOL,OC(=O)C[C@@H](C(=O)O)O,Ba,2.15038,0.73444,2.13517
MIFPUO,OC(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,Ni,6.70296,5.88092,6.70296
MIHHIU,COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]1C[C@@H]2CCN1C[C@@H]2C(=O)O)O,Cd,5.23062,3.47968,5.22793
MIHHIV,c1ccc2c(c1)[nH]cn2,Zn,15.29838,2.89131,15.29838
MINKAX,OC(=O)[C@@H](n1c(=O)c2cccc3c2c(c1=O)ccc3)C,K,1.72802,0.94543,1.71018
MINKOL,OC(=O)[C@@H](n1c(=O)c2cccc3c2c(c1=O)ccc3)C,Na,2.20531,0.89136,2.19071
MINVUA,OC(=O)[C@@H]1CC[C@H](CC1)C(=O)O,Cr,7.0069,6.54349,7.0069
MISKUV,[nH]1cnnc1,Mn,3.07545,1.19647,3.06527
MIVCAW,s1p2sp3p1p3s2,Cu,1.83063,0.92291,1.31045
MOFFES,n1ccc(cc1)c1ccncc1,Fe,1.58317,0.96099,1.37815
MOXGAI,Cc1[nH]nc(c1Cc1c(C)n[nH]c1C)C,Zn,3.41614,1.87932,3.41557
MOYVIG,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Tl,2.05091,1.2372,1.62488
MUDLIH,[C]c1nnn[nH]1,Cd,9.95948,2.75078,9.88202
MUDTIP,CSc1c(C(=O)O)c(SC)c(c(c1SC)C(=O)O)SC,Pb,7.1502,5.62529,7.1502
MUPTAU,n1ncn(c1)NNn1cnnc1,Zn,4.18189,3.50733,4.16678
